Transaction_ID,Customer_ID,Brand,Purchase_Amount,Cashback,Payment_Method,Transaction_Count,Fraud
T211956,C103994,Flipkart,2861,12,UPI,2,0
T211957,C116040,Amazon,8045,140,Net Banking,2,0
T211958,C105248,Myntra,4904,451,UPI,1,0
T211959,C121583,Myntra,3676,91,Debit Card,3,0
T211960,C120568,Amazon,9740,193,Net Banking,1,1
T211961,C109255,PVR,6173,354,Net Banking,2,0
T211962,C109475,Zomato,685,288,Credit Card,1,0
T211963,C112195,Swiggy,920,169,UPI,1,0
T211964,C101930,Zomato,8787,53,Debit Card,2,0
T211965,C102833,Flipkart,1158,233,UPI,1,0
T211966,C120721,PVR,3147,57,Net Banking,2,0
T211967,C100278,Zomato,4795,295,UPI,2,0
T211968,C119819,Amazon,5623,283,Net Banking,2,0
T211969,C114916,PVR,1320,169,UPI,1,0
T211970,C122758,Zomato,3739,322,UPI,3,0
T211971,C124686,MakeMyTrip,3995,394,Debit Card,1,0
T211972,C106224,MakeMyTrip,6824,471,Debit Card,3,0
T211973,C122440,Flipkart,9963,233,Credit Card,1,1
T211974,C103769,Myntra,2376,85,UPI,1,0
T211975,C101514,Swiggy,2517,9,Debit Card,2,0
T211976,C110157,Swiggy,2881,411,Net Banking,1,0
T211977,C110126,Ajio,1668,24,Credit Card,1,0
T211978,C108517,PVR,5121,199,Debit Card,1,0
T211979,C105337,MakeMyTrip,7585,442,Credit Card,1,0
T211980,C110999,Flipkart,3615,394,Net Banking,2,0
T211981,C115132,Myntra,4602,48,UPI,3,0
T211982,C105577,Zomato,1734,66,Debit Card,2,0
T211983,C112727,Ajio,6670,46,Debit Card,1,0
T211984,C111347,PVR,9052,222,UPI,3,0
T211985,C112969,MakeMyTrip,2602,318,Credit Card,3,0
T211986,C117491,Uber,1577,169,Debit Card,1,0
T211987,C107558,Swiggy,2667,356,UPI,2,0
T211988,C119076,Swiggy,1440,110,UPI,1,0
T211989,C124838,Swiggy,7611,142,UPI,3,0
T211990,C118990,PVR,6137,417,UPI,2,0
T211991,C114301,Flipkart,1228,4,Net Banking,3,0
T211992,C101691,Flipkart,9499,52,Net Banking,3,1
T211993,C110704,MakeMyTrip,1465,372,Net Banking,4,0
T211994,C123834,Swiggy,5779,310,Debit Card,2,0
T211995,C111729,Zomato,1656,161,Debit Card,1,0
T211996,C103155,MakeMyTrip,4768,115,Debit Card,2,0
T211997,C118817,Swiggy,3865,186,UPI,3,0
T211998,C124812,Myntra,3486,152,UPI,2,0
T211999,C121009,MakeMyTrip,4969,57,UPI,1,0
T212000,C115894,Swiggy,6268,64,Debit Card,2,0
T212001,C106942,MakeMyTrip,4314,248,Debit Card,1,0
T212002,C119838,Myntra,9633,270,Net Banking,1,1
T212003,C104756,Amazon,1886,140,Debit Card,1,0
T212004,C108857,Ajio,2476,49,UPI,1,0
T212005,C105168,Ajio,7804,416,Net Banking,3,0
T212006,C100122,Flipkart,9929,96,Net Banking,4,1
T212007,C121335,Swiggy,1003,13,Debit Card,4,0
T212008,C107523,Nykaa,5514,318,Credit Card,1,0
T212009,C115219,Amazon,3968,454,Debit Card,2,0
T212010,C105667,Flipkart,287,421,Debit Card,4,0
T212011,C123632,Swiggy,6161,359,Debit Card,1,0
T212012,C113737,Myntra,8730,233,UPI,2,0
T212013,C108121,Zomato,9527,260,Debit Card,3,1
T212014,C120591,Amazon,8719,330,UPI,3,0
T212015,C120718,Zomato,9592,298,Debit Card,3,1
T212016,C116737,Myntra,2902,189,Credit Card,1,0
T212017,C119254,Swiggy,588,24,Debit Card,1,0
T212018,C100176,Amazon,2343,76,Net Banking,1,0
T212019,C119572,Amazon,2447,352,Debit Card,2,0
T212020,C102968,Amazon,7956,175,Credit Card,1,0
T212021,C102247,Swiggy,2540,33,Net Banking,2,0
T212022,C119015,Flipkart,3778,78,Net Banking,3,0
T212023,C105805,MakeMyTrip,2223,486,UPI,5,0
T212024,C120947,PVR,9445,231,Credit Card,1,0
T212025,C110537,Uber,5312,45,Net Banking,3,0
T212026,C111345,Swiggy,8438,202,Net Banking,2,0
T212027,C103007,Uber,5795,393,Credit Card,3,0
T212028,C100544,Zomato,2201,322,Credit Card,2,0
T212029,C106694,MakeMyTrip,4712,488,UPI,2,0
T212030,C111141,Myntra,127,420,UPI,3,0
T212031,C110630,Uber,2326,206,Credit Card,2,0
T212032,C114253,Zomato,8942,485,Credit Card,2,0
T212033,C119010,Nykaa,1455,408,UPI,3,0
T212034,C107476,Zomato,9002,455,UPI,1,0
T212035,C118910,Myntra,7931,147,Credit Card,2,0
T212036,C114142,Amazon,2984,348,UPI,1,0
T212037,C107143,Myntra,3258,485,UPI,1,0
T212038,C109126,PVR,2411,139,Debit Card,1,0
T212039,C100913,Ajio,4101,228,Net Banking,1,0
T212040,C103931,Swiggy,5577,222,Debit Card,1,0
T212041,C104218,MakeMyTrip,661,177,Net Banking,3,0
T212042,C115982,Nykaa,785,96,UPI,1,0
T212043,C107845,Swiggy,7397,416,Credit Card,1,0
T212044,C109366,Amazon,2829,378,UPI,1,0
T212045,C101724,Flipkart,4645,273,Debit Card,2,0
T212046,C111551,Uber,741,457,Net Banking,1,0
T212047,C100485,Myntra,3168,261,Debit Card,3,0
T212048,C103978,Flipkart,1298,410,Credit Card,2,0
T212049,C107723,Nykaa,4551,403,Net Banking,2,0
T212050,C109445,MakeMyTrip,3744,429,Debit Card,2,0
T212051,C120262,Nykaa,5969,300,Debit Card,5,0
T212052,C124946,Swiggy,939,337,Net Banking,4,0
T212053,C103652,Myntra,4600,18,UPI,3,0
T212054,C122900,Nykaa,7907,130,Credit Card,2,0
T212055,C123033,Nykaa,541,400,Credit Card,2,0
T212056,C116857,PVR,4055,437,Credit Card,1,0
T212057,C117261,Nykaa,5800,357,UPI,2,0
T212058,C105243,Amazon,5488,257,UPI,3,0
T212059,C118138,Amazon,8947,416,Debit Card,3,0
T212060,C118694,Amazon,1242,207,Credit Card,2,0
T212061,C105474,Uber,2185,34,Debit Card,1,0
T212062,C117569,Zomato,9124,212,Credit Card,1,0
T212063,C111547,Myntra,2590,302,Credit Card,1,0
T212064,C103554,MakeMyTrip,9675,374,Credit Card,1,1
T212065,C101540,Flipkart,8594,333,Net Banking,1,0
T212066,C111406,Flipkart,297,383,UPI,2,0
T212067,C111680,Swiggy,5014,255,Debit Card,3,0
T212068,C108155,Swiggy,7317,236,Debit Card,3,0
T212069,C123087,Swiggy,4580,22,Debit Card,2,0
T212070,C110267,Flipkart,2555,98,Debit Card,3,0
T212071,C101875,Zomato,9473,383,UPI,1,0
T212072,C116974,MakeMyTrip,8471,122,UPI,3,0
T212073,C117108,Myntra,1887,177,Net Banking,2,0
T212074,C120799,Amazon,1664,217,Net Banking,1,0
T212075,C105736,Myntra,8637,277,Debit Card,2,0
T212076,C104122,Swiggy,7339,238,Net Banking,1,0
T212077,C117070,Zomato,2120,171,Debit Card,3,0
T212078,C114924,MakeMyTrip,8929,126,UPI,2,0
T212079,C102740,Myntra,6149,260,Credit Card,1,0
T212080,C106577,MakeMyTrip,2593,317,UPI,2,0
T212081,C122826,PVR,7845,225,Debit Card,2,0
T212082,C113096,Myntra,4424,323,UPI,2,0
T212083,C117710,Swiggy,6944,103,Debit Card,1,0
T212084,C104140,Flipkart,2961,193,Credit Card,1,0
T212085,C105105,Uber,816,354,Credit Card,2,0
T212086,C101116,Zomato,9815,330,UPI,3,1
T212087,C103581,PVR,9536,47,Credit Card,2,1
T212088,C108155,Flipkart,9125,309,Debit Card,3,0
T212089,C106354,MakeMyTrip,7735,263,Credit Card,3,0
T212090,C111040,Ajio,1261,382,Credit Card,3,0
T212091,C124126,PVR,1723,86,Credit Card,1,0
T212092,C109667,Uber,7927,133,Debit Card,2,0
T212093,C106394,Ajio,605,464,Debit Card,1,0
T212094,C113810,Swiggy,604,233,Debit Card,2,0
T212095,C121684,Nykaa,414,93,Net Banking,2,0
T212096,C100921,Swiggy,3741,312,Net Banking,1,0
T212097,C108518,Myntra,6052,133,Net Banking,4,0
T212098,C105034,Nykaa,1859,30,UPI,2,0
T212099,C113401,Zomato,6746,186,Net Banking,3,0
T212100,C100719,Ajio,5953,226,Net Banking,2,0
T212101,C113325,Nykaa,5512,475,Credit Card,1,0
T212102,C118354,Swiggy,3792,189,Credit Card,1,0
T212103,C123932,Uber,7675,138,Debit Card,2,0
T212104,C113515,Uber,7139,304,Credit Card,1,0
T212105,C105420,Uber,4602,330,Net Banking,1,0
T212106,C114714,Amazon,4909,370,Credit Card,1,0
T212107,C100906,Myntra,6067,279,UPI,4,0
T212108,C114754,Flipkart,1764,6,Credit Card,3,0
T212109,C110655,Swiggy,5098,283,Debit Card,2,0
T212110,C106833,Uber,7920,373,UPI,2,0
T212111,C106688,Flipkart,9368,180,Credit Card,4,0
T212112,C111588,Zomato,5792,334,Debit Card,3,0
T212113,C113600,Amazon,2055,112,Net Banking,1,0
T212114,C100833,MakeMyTrip,119,215,Debit Card,1,0
T212115,C114112,MakeMyTrip,9975,162,UPI,1,1
T212116,C103833,MakeMyTrip,291,249,Net Banking,1,0
T212117,C115079,Ajio,6884,81,Net Banking,2,0
T212118,C101164,Amazon,1119,180,Credit Card,1,0
T212119,C104870,Amazon,6232,354,Credit Card,2,0
T212120,C108226,MakeMyTrip,418,31,Credit Card,1,0
T212121,C118706,Zomato,5764,278,Net Banking,2,0
T212122,C121089,MakeMyTrip,689,133,UPI,3,0
T212123,C121153,Nykaa,3037,329,UPI,1,0
T212124,C107065,PVR,3006,274,Net Banking,1,0
T212125,C114517,Flipkart,3323,277,UPI,2,0
T212126,C101753,Swiggy,922,317,UPI,2,0
T212127,C105730,Uber,834,256,Debit Card,2,0
T212128,C124766,Myntra,5061,301,Net Banking,1,0
T212129,C114042,Swiggy,1801,70,UPI,1,0
T212130,C109481,Uber,7816,108,UPI,1,0
T212131,C110019,Myntra,7228,29,Debit Card,3,0
T212132,C103037,Nykaa,3602,467,Debit Card,2,0
T212133,C106625,Swiggy,1385,111,Net Banking,2,0
T212134,C121094,Amazon,7247,103,UPI,3,0
T212135,C111168,PVR,9616,430,UPI,2,1
T212136,C116840,MakeMyTrip,1466,435,Credit Card,1,0
T212137,C117022,Myntra,6471,388,Net Banking,2,0
T212138,C118080,MakeMyTrip,6070,172,UPI,1,0
T212139,C119318,PVR,7246,359,Credit Card,1,0
T212140,C100070,Amazon,6344,489,Debit Card,2,0
T212141,C110184,Ajio,6325,128,UPI,1,0
T212142,C112476,Ajio,8067,34,Net Banking,4,0
T212143,C116372,PVR,378,172,Net Banking,3,0
T212144,C119343,Ajio,5130,323,UPI,2,0
T212145,C106877,Ajio,8627,366,Debit Card,1,0
T212146,C106353,Zomato,1701,58,Credit Card,1,0
T212147,C104287,MakeMyTrip,6679,476,Net Banking,3,0
T212148,C116571,PVR,9341,445,Credit Card,2,0
T212149,C123666,Swiggy,3303,332,Net Banking,2,0
T212150,C119981,Ajio,8032,379,Net Banking,1,0
T212151,C102012,Zomato,2455,394,Credit Card,1,0
T212152,C104004,Uber,724,13,UPI,2,0
T212153,C112773,Flipkart,5138,285,Credit Card,3,0
T212154,C103282,Myntra,6730,179,Debit Card,2,0
T212155,C102949,Amazon,9299,174,Debit Card,2,0
T212156,C120036,Zomato,9181,407,Credit Card,2,0
T212157,C110506,Swiggy,8676,23,Net Banking,1,0
T212158,C112486,MakeMyTrip,8478,91,Debit Card,2,0
T212159,C111401,PVR,3069,108,Credit Card,3,0
T212160,C122161,Flipkart,4515,311,Credit Card,4,0
T212161,C103943,Nykaa,7807,311,Credit Card,3,0
T212162,C113301,Amazon,8384,454,Credit Card,1,0
T212163,C117018,MakeMyTrip,3911,211,Net Banking,2,0
T212164,C121073,Uber,7206,60,Debit Card,3,0
T212165,C107900,Flipkart,202,153,Debit Card,2,0
T212166,C113341,Zomato,6543,461,Debit Card,1,0
T212167,C117714,Zomato,236,459,UPI,2,0
T212168,C122924,Ajio,5285,174,UPI,1,0
T212169,C112377,Swiggy,5032,454,Credit Card,2,0
T212170,C108772,Flipkart,4697,46,Net Banking,1,0
T212171,C108728,Flipkart,4724,83,Debit Card,3,0
T212172,C122108,Uber,7517,151,Credit Card,3,0
T212173,C113589,Amazon,4549,416,Debit Card,3,0
T212174,C121720,Swiggy,3127,43,UPI,2,0
T212175,C115775,Amazon,9263,497,Credit Card,2,0
T212176,C122178,Swiggy,217,21,Credit Card,2,0
T212177,C114136,Ajio,1869,100,UPI,1,0
T212178,C106835,Nykaa,7405,346,Debit Card,1,0
T212179,C116575,Ajio,3372,87,Debit Card,1,0
T212180,C110841,Nykaa,7917,472,Credit Card,3,0
T212181,C101666,Myntra,8808,456,UPI,2,0
T212182,C124611,Swiggy,4927,324,Credit Card,1,0
T212183,C122075,Amazon,2413,16,UPI,2,0
T212184,C108311,Flipkart,8775,84,Debit Card,2,0
T212185,C110720,Swiggy,6545,384,Credit Card,6,0
T212186,C113726,Uber,3230,187,Net Banking,2,0
T212187,C122790,Nykaa,3991,213,Net Banking,3,0
T212188,C120051,Flipkart,7010,49,UPI,3,0
T212189,C121741,Nykaa,7338,40,Net Banking,1,0
T212190,C112882,Swiggy,2990,112,UPI,2,0
T212191,C114636,Flipkart,5568,47,Net Banking,1,0
T212192,C119495,MakeMyTrip,4509,115,Credit Card,3,0
T212193,C107029,Zomato,6186,287,UPI,2,0
T212194,C117183,PVR,7984,200,Debit Card,3,0
T212195,C110669,PVR,4746,483,UPI,1,0
T212196,C121430,Swiggy,483,29,Credit Card,1,0
T212197,C121127,Ajio,3793,134,Credit Card,3,0
T212198,C108188,Flipkart,982,11,UPI,1,0
T212199,C124197,MakeMyTrip,2390,64,Debit Card,2,0
T212200,C122078,Amazon,4614,384,Credit Card,1,0
T212201,C120523,PVR,8509,409,Credit Card,1,0
T212202,C111760,Nykaa,3388,324,Credit Card,2,0
T212203,C112483,Uber,1292,377,Credit Card,4,0
T212204,C111041,PVR,9068,169,UPI,1,0
T212205,C124064,Flipkart,2698,159,UPI,3,0
T212206,C102162,Uber,3265,478,Net Banking,1,0
T212207,C104314,Ajio,4951,380,Credit Card,2,0
T212208,C112500,Myntra,4732,434,Net Banking,2,0
T212209,C104312,Uber,6953,146,Debit Card,1,0
T212210,C116599,Flipkart,2698,34,Debit Card,2,0
T212211,C123067,Swiggy,8964,499,UPI,3,0
T212212,C107873,MakeMyTrip,4943,311,Debit Card,2,0
T212213,C108518,Zomato,4379,167,Debit Card,4,0
T212214,C107498,PVR,1658,213,Debit Card,1,0
T212215,C122109,Myntra,1776,382,Credit Card,4,0
T212216,C112907,MakeMyTrip,5364,32,Debit Card,4,0
T212217,C107890,Flipkart,2699,110,Debit Card,3,0
T212218,C115109,Flipkart,1753,371,UPI,1,0
T212219,C111451,Flipkart,1967,489,Credit Card,2,0
T212220,C109896,MakeMyTrip,3416,71,Debit Card,2,0
T212221,C104175,Zomato,7561,406,Credit Card,2,0
T212222,C113906,MakeMyTrip,707,226,Debit Card,1,0
T212223,C123961,Ajio,164,369,Credit Card,1,0
T212224,C104089,Zomato,2200,32,Debit Card,2,0
T212225,C103105,Swiggy,7386,443,UPI,1,0
T212226,C102801,Ajio,3377,116,UPI,3,0
T212227,C117860,Nykaa,1709,313,Debit Card,2,0
T212228,C120307,PVR,7780,9,UPI,3,0
T212229,C106259,Swiggy,8123,107,Net Banking,2,0
T212230,C115115,Myntra,683,289,Credit Card,2,0
T212231,C101060,MakeMyTrip,1141,6,UPI,1,0
T212232,C106086,PVR,1246,88,UPI,1,0
T212233,C115073,Zomato,8075,120,UPI,1,0
T212234,C118468,Ajio,4958,143,UPI,2,0
T212235,C117288,Flipkart,5672,13,Net Banking,2,0
T212236,C113812,Flipkart,6303,142,UPI,1,0
T212237,C104043,Flipkart,4414,14,Net Banking,2,0
T212238,C119083,Flipkart,4613,458,Net Banking,2,0
T212239,C121007,PVR,8198,347,UPI,2,0
T212240,C103688,Nykaa,3388,237,Net Banking,1,0
T212241,C110626,MakeMyTrip,5152,167,UPI,2,0
T212242,C102695,Zomato,8350,269,Debit Card,3,0
T212243,C114730,Zomato,5882,167,UPI,2,0
T212244,C116465,Flipkart,4575,204,Debit Card,2,0
T212245,C104681,PVR,1525,314,Net Banking,3,0
T212246,C123008,Swiggy,3271,109,UPI,4,0
T212247,C115246,PVR,4817,221,UPI,2,0
T212248,C115371,Myntra,4681,268,Net Banking,2,0
T212249,C114836,Myntra,9215,104,Debit Card,3,0
T212250,C117627,MakeMyTrip,6322,287,Net Banking,2,0
T212251,C121238,Myntra,2146,188,Credit Card,2,0
T212252,C121234,Uber,6900,471,Net Banking,1,0
T212253,C113954,Swiggy,8676,237,UPI,3,0
T212254,C124892,Uber,2174,498,Credit Card,3,0
T212255,C106690,Flipkart,2605,351,Credit Card,2,0
T212256,C122656,MakeMyTrip,906,339,Credit Card,2,0
T212257,C108035,Uber,6041,369,UPI,4,0
T212258,C112665,MakeMyTrip,7107,254,Net Banking,2,0
T212259,C123156,Myntra,3097,96,Debit Card,5,0
T212260,C113513,MakeMyTrip,8248,385,Credit Card,1,0
T212261,C122270,MakeMyTrip,9900,13,Credit Card,3,1
T212262,C108424,PVR,3701,35,Net Banking,2,0
T212263,C121207,Myntra,7528,252,Debit Card,2,0
T212264,C103411,Ajio,8209,430,Debit Card,2,0
T212265,C106739,Uber,569,393,Debit Card,3,0
T212266,C111040,MakeMyTrip,4273,141,Credit Card,3,0
T212267,C110699,Ajio,7875,306,Net Banking,2,0
T212268,C119063,Swiggy,8147,35,Debit Card,1,0
T212269,C121590,Zomato,6659,72,UPI,1,0
T212270,C103599,MakeMyTrip,7137,172,Net Banking,1,0
T212271,C121288,Flipkart,3543,233,Credit Card,1,0
T212272,C118797,Zomato,2623,395,Debit Card,5,0
T212273,C124666,Ajio,6655,483,Debit Card,1,0
T212274,C105960,Zomato,5952,466,Credit Card,2,0
T212275,C112301,Myntra,2389,206,Net Banking,2,0
T212276,C116412,Amazon,8517,107,UPI,2,0
T212277,C106797,Uber,921,194,Credit Card,2,0
T212278,C122878,Zomato,4849,304,Debit Card,4,0
T212279,C120614,Flipkart,1803,497,Net Banking,2,0
T212280,C116360,Nykaa,6451,143,Debit Card,2,0
T212281,C122280,Ajio,7870,448,Debit Card,3,0
T212282,C116316,MakeMyTrip,7119,296,Credit Card,3,0
T212283,C107611,Zomato,3178,432,Net Banking,2,0
T212284,C105970,Flipkart,501,23,UPI,2,0
T212285,C102612,PVR,6745,15,Credit Card,1,0
T212286,C110721,Zomato,2880,493,Net Banking,3,0
T212287,C110569,Myntra,2539,450,Net Banking,1,0
T212288,C118990,Swiggy,966,213,Net Banking,2,0
T212289,C119855,Uber,1351,151,Credit Card,1,0
T212290,C120526,Amazon,6370,221,Credit Card,4,0
T212291,C121247,Amazon,905,351,Credit Card,1,0
T212292,C108612,Uber,1050,86,UPI,2,0
T212293,C124548,Amazon,5908,326,Net Banking,1,0
T212294,C122686,Amazon,7297,239,Net Banking,3,0
T212295,C112799,Flipkart,8691,499,Net Banking,2,0
T212296,C121817,Myntra,8905,12,Debit Card,3,0
T212297,C110174,Ajio,4282,346,UPI,2,0
T212298,C111137,Ajio,1970,202,Debit Card,1,0
T212299,C124917,MakeMyTrip,4914,332,UPI,1,0
T212300,C102025,Myntra,8723,271,UPI,1,0
T212301,C105500,PVR,5602,274,Net Banking,3,0
T212302,C122517,Ajio,3448,197,Debit Card,3,0
T212303,C117155,Uber,6299,207,Net Banking,2,0
T212304,C100696,Uber,3724,92,Debit Card,1,0
T212305,C106174,Ajio,8078,329,Debit Card,2,0
T212306,C115968,Ajio,891,356,Debit Card,3,0
T212307,C106965,Myntra,5007,81,Credit Card,1,0
T212308,C118600,Ajio,631,405,Debit Card,1,0
T212309,C107176,Nykaa,9222,347,Debit Card,3,0
T212310,C114511,MakeMyTrip,3334,29,UPI,1,0
T212311,C103862,Flipkart,232,188,UPI,2,0
T212312,C121920,Swiggy,6162,436,Net Banking,1,0
T212313,C117874,Zomato,949,246,Debit Card,2,0
T212314,C102500,MakeMyTrip,9516,363,Net Banking,1,1
T212315,C124054,Flipkart,7850,234,Debit Card,2,0
T212316,C101332,MakeMyTrip,3538,295,Credit Card,2,0
T212317,C112658,PVR,8548,10,Credit Card,1,0
T212318,C100831,Ajio,738,232,Net Banking,1,0
T212319,C119647,Ajio,377,195,UPI,1,0
T212320,C119880,Zomato,6151,452,UPI,2,0
T212321,C112754,Uber,6872,433,Debit Card,1,0
T212322,C107213,MakeMyTrip,8597,354,Net Banking,3,0
T212323,C124981,Zomato,6683,170,Net Banking,1,0
T212324,C116145,Nykaa,9168,142,Net Banking,2,0
T212325,C101123,Flipkart,6469,407,UPI,3,0
T212326,C116246,MakeMyTrip,5234,287,Net Banking,2,0
T212327,C103224,Flipkart,3220,166,Net Banking,2,0
T212328,C111747,Swiggy,5898,232,Debit Card,2,0
T212329,C108025,Nykaa,6352,114,Credit Card,2,0
T212330,C110316,MakeMyTrip,1139,433,Credit Card,1,0
T212331,C118527,Uber,409,323,Credit Card,2,0
T212332,C115478,Nykaa,7121,13,Credit Card,3,0
T212333,C118673,Flipkart,6079,245,Debit Card,1,0
T212334,C121475,Amazon,2305,447,Debit Card,2,0
T212335,C111282,Swiggy,9801,147,Credit Card,2,1
T212336,C114413,Myntra,6061,98,Net Banking,3,0
T212337,C114356,Swiggy,1190,479,Net Banking,2,0
T212338,C101359,Uber,697,451,Debit Card,1,0
T212339,C108548,Swiggy,2210,390,UPI,1,0
T212340,C100071,Zomato,1536,177,Net Banking,1,0
T212341,C106492,Amazon,8479,239,UPI,2,0
T212342,C117842,Swiggy,6104,309,Net Banking,2,0
T212343,C101457,Swiggy,5675,495,UPI,2,0
T212344,C119512,Amazon,1645,219,Debit Card,2,0
T212345,C123748,Flipkart,3242,437,UPI,2,0
T212346,C106679,Swiggy,4484,134,UPI,3,0
T212347,C102302,Myntra,8247,264,Credit Card,3,0
T212348,C113065,Myntra,7229,416,Credit Card,1,0
T212349,C117092,Flipkart,1155,77,Debit Card,2,0
T212350,C110796,Ajio,1108,35,Credit Card,2,0
T212351,C112469,Amazon,4355,2,UPI,2,0
T212352,C114059,Amazon,2679,353,UPI,2,0
T212353,C110865,PVR,9056,16,Credit Card,1,0
T212354,C101290,PVR,5767,477,UPI,2,0
T212355,C124800,Uber,8769,293,Credit Card,2,0
T212356,C117500,PVR,4997,172,Debit Card,1,0
T212357,C106241,Flipkart,8324,192,Credit Card,5,0
T212358,C103905,Flipkart,7289,394,Credit Card,5,0
T212359,C104844,Flipkart,3201,224,Debit Card,2,0
T212360,C100936,Zomato,3540,313,UPI,1,0
T212361,C122575,Myntra,7570,95,UPI,1,0
T212362,C105935,Swiggy,5816,141,Debit Card,1,0
T212363,C103240,Nykaa,7340,314,Credit Card,1,0
T212364,C110452,Nykaa,3088,422,Net Banking,1,0
T212365,C114729,Ajio,1244,128,Credit Card,1,0
T212366,C104404,Swiggy,5427,57,Debit Card,1,0
T212367,C103180,MakeMyTrip,5147,384,Debit Card,2,0
T212368,C116970,Myntra,6207,208,Credit Card,2,0
T212369,C115163,Zomato,1050,26,Debit Card,2,0
T212370,C100077,Nykaa,9636,324,Debit Card,1,1
T212371,C113892,Swiggy,7791,476,Net Banking,2,0
T212372,C116895,Amazon,6450,399,UPI,3,0
T212373,C114385,Uber,2448,300,Credit Card,1,0
T212374,C103183,Flipkart,5594,294,Debit Card,2,0
T212375,C117945,MakeMyTrip,7643,441,UPI,2,0
T212376,C110789,Nykaa,1754,411,UPI,2,0
T212377,C117963,MakeMyTrip,9675,348,Net Banking,1,1
T212378,C104961,Uber,4531,280,UPI,1,0
T212379,C114864,Nykaa,2635,121,Credit Card,2,0
T212380,C101395,PVR,772,411,UPI,4,0
T212381,C109715,Myntra,8145,151,Credit Card,2,0
T212382,C119508,Nykaa,9888,397,Net Banking,2,1
T212383,C107843,Uber,4922,388,UPI,3,0
T212384,C100736,Uber,6186,237,Debit Card,1,0
T212385,C101630,PVR,1682,187,UPI,3,0
T212386,C113329,Swiggy,8132,33,Credit Card,2,0
T212387,C116651,Myntra,5994,251,Credit Card,1,0
T212388,C118826,Swiggy,7790,415,Debit Card,2,0
T212389,C104350,Uber,9269,194,UPI,3,0
T212390,C110009,Flipkart,4536,380,Net Banking,1,0
T212391,C108360,Nykaa,2134,155,Net Banking,2,0
T212392,C113151,Uber,4176,214,Net Banking,2,0
T212393,C105590,PVR,495,243,UPI,2,0
T212394,C122134,Myntra,3881,75,UPI,2,0
T212395,C100368,Flipkart,5169,240,Net Banking,2,0
T212396,C110372,Myntra,6163,412,Debit Card,1,0
T212397,C110205,Zomato,9866,34,Debit Card,3,1
T212398,C114531,PVR,5554,217,UPI,3,0
T212399,C123716,Zomato,3067,322,Net Banking,1,0
T212400,C121755,Zomato,1016,296,Debit Card,3,0
T212401,C101413,PVR,9284,436,Net Banking,1,0
T212402,C111285,PVR,7543,266,Net Banking,1,0
T212403,C113913,Nykaa,9487,270,Debit Card,1,0
T212404,C106684,Zomato,6163,387,UPI,2,0
T212405,C105060,Uber,6761,438,UPI,3,0
T212406,C120204,PVR,9858,329,Debit Card,1,1
T212407,C124722,Uber,7594,224,UPI,2,0
T212408,C120226,Nykaa,5823,158,Credit Card,2,0
T212409,C118983,Ajio,7176,352,UPI,3,0
T212410,C103277,Swiggy,1413,259,UPI,2,0
T212411,C103118,Swiggy,8661,145,Net Banking,2,0
T212412,C103967,Ajio,9019,433,UPI,3,0
T212413,C105819,Nykaa,5575,463,Credit Card,1,0
T212414,C124314,Nykaa,2107,86,Credit Card,2,0
T212415,C120310,Swiggy,2991,482,Net Banking,1,0
T212416,C103482,Amazon,5791,182,Net Banking,1,0
T212417,C117892,Flipkart,3458,366,UPI,3,0
T212418,C105823,Swiggy,7553,308,Net Banking,4,0
T212419,C115884,MakeMyTrip,6262,247,Net Banking,2,0
T212420,C109813,Nykaa,249,397,Debit Card,1,0
T212421,C120981,Swiggy,4608,82,Credit Card,2,0
T212422,C124330,PVR,5366,150,Credit Card,5,0
T212423,C122734,Zomato,5433,430,Net Banking,2,0
T212424,C118268,Amazon,8155,15,Credit Card,1,0
T212425,C100334,Zomato,2323,463,Debit Card,2,0
T212426,C124856,Flipkart,1415,136,Net Banking,1,0
T212427,C105204,PVR,2535,125,Credit Card,2,0
T212428,C108776,Uber,4963,303,UPI,2,0
T212429,C109688,Swiggy,7145,348,Net Banking,2,0
T212430,C117648,Zomato,1848,379,UPI,1,0
T212431,C113142,Swiggy,6369,496,Net Banking,3,0
T212432,C101436,Ajio,4275,84,Net Banking,1,0
T212433,C122109,Amazon,8543,188,Net Banking,4,0
T212434,C105464,Nykaa,9725,58,Credit Card,2,1
T212435,C104514,Amazon,9313,108,Net Banking,1,0
T212436,C109600,PVR,2787,39,Debit Card,1,0
T212437,C120503,PVR,5315,464,Net Banking,2,0
T212438,C109048,Amazon,8631,406,UPI,2,0
T212439,C116786,Nykaa,9380,31,Debit Card,1,0
T212440,C104768,Ajio,3431,78,Debit Card,2,0
T212441,C104199,Swiggy,4170,300,Credit Card,3,0
T212442,C118774,MakeMyTrip,5479,247,Credit Card,2,0
T212443,C110934,Myntra,2128,346,Credit Card,2,0
T212444,C104147,Swiggy,9949,376,UPI,3,1
T212445,C112656,Zomato,6998,302,Debit Card,1,0
T212446,C100623,PVR,5150,19,Credit Card,3,0
T212447,C104849,Uber,7084,15,UPI,3,0
T212448,C115994,Amazon,3320,304,Debit Card,1,0
T212449,C103322,Flipkart,5409,477,Net Banking,2,0
T212450,C110695,Uber,627,242,Debit Card,3,0
T212451,C120469,Ajio,8701,36,Debit Card,1,0
T212452,C122602,Zomato,137,34,Credit Card,3,0
T212453,C118464,Swiggy,9729,216,UPI,1,1
