Customer_ID,Age,City,State,Income_Bracket,Registration_Year,total_transactions,total_spent,average_purchase,total_sessions,total_pages_visited,total_earned_points,total_redeemed_points
C109325,32,Jaipur,West Bengal,Medium,2023,1.0,422.0,422.0,1.0,19.0,310.0,354.0
C109326,38,Hyderabad,West Bengal,Low,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109327,54,Kolkata,Tamil Nadu,High,2024,1.0,3901.0,3901.0,0.0,0.0,809.0,173.0
C109328,29,Chennai,West Bengal,Medium,2025,1.0,4251.0,4251.0,3.0,36.0,0.0,0.0
C109329,21,Bengaluru,Karnataka,Low,2023,0.0,0.0,0.0,2.0,9.0,0.0,0.0
C109330,26,Pune,West Bengal,Low,2025,1.0,6670.0,6670.0,0.0,0.0,971.0,219.0
C109331,56,Bengaluru,Delhi,Medium,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109332,59,Nagpur,Maharashtra,Medium,2022,0.0,0.0,0.0,2.0,16.0,1037.0,726.0
C109333,45,Nagpur,Maharashtra,Medium,2025,0.0,0.0,0.0,1.0,12.0,0.0,0.0
C109334,40,Ahmedabad,Gujarat,High,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109335,57,Pune,Delhi,Low,2022,1.0,3244.0,3244.0,1.0,5.0,0.0,0.0
C109336,39,Mumbai,Telangana,Medium,2025,1.0,4848.0,4848.0,1.0,18.0,0.0,0.0
C109337,41,Ahmedabad,Karnataka,High,2023,0.0,0.0,0.0,4.0,49.0,423.0,306.0
C109338,43,Mumbai,Rajasthan,High,2023,0.0,0.0,0.0,0.0,0.0,813.0,732.0
C109339,47,Nagpur,Delhi,Medium,2025,0.0,0.0,0.0,1.0,15.0,0.0,0.0
C109340,50,Jaipur,West Bengal,Medium,2023,0.0,0.0,0.0,2.0,37.0,0.0,0.0
C109341,33,Delhi,Tamil Nadu,Medium,2022,1.0,3513.0,3513.0,1.0,2.0,877.0,227.0
C109342,39,Delhi,Karnataka,Medium,2025,0.0,0.0,0.0,0.0,0.0,408.0,32.0
C109343,35,Chennai,Rajasthan,High,2025,0.0,0.0,0.0,1.0,9.0,0.0,0.0
C109344,24,Delhi,Delhi,Medium,2024,0.0,0.0,0.0,1.0,23.0,60.0,171.0
C109345,43,Jaipur,Delhi,Low,2022,4.0,20499.0,5124.75,0.0,0.0,252.0,322.0
C109346,25,Ahmedabad,Maharashtra,Low,2022,0.0,0.0,0.0,1.0,11.0,742.0,329.0
C109347,23,Bengaluru,Maharashtra,Medium,2025,1.0,9375.0,9375.0,0.0,0.0,0.0,0.0
C109348,47,Chennai,Maharashtra,Medium,2025,3.0,17990.0,5996.666666666667,0.0,0.0,0.0,0.0
C109349,56,Ahmedabad,Gujarat,High,2022,0.0,0.0,0.0,1.0,5.0,0.0,0.0
C109350,40,Bengaluru,Karnataka,Low,2023,1.0,7167.0,7167.0,1.0,19.0,1251.0,472.0
C109351,49,Hyderabad,West Bengal,Low,2022,0.0,0.0,0.0,3.0,34.0,0.0,0.0
C109352,39,Kolkata,Telangana,High,2024,0.0,0.0,0.0,0.0,0.0,1378.0,571.0
C109353,59,Ahmedabad,Karnataka,Medium,2023,0.0,0.0,0.0,2.0,14.0,86.0,397.0
C109354,26,Kolkata,Maharashtra,High,2022,2.0,15912.0,7956.0,1.0,6.0,64.0,197.0
C109355,48,Ahmedabad,Maharashtra,High,2025,3.0,19851.0,6617.0,0.0,0.0,452.0,47.0
C109356,24,Bengaluru,Karnataka,Low,2022,1.0,298.0,298.0,0.0,0.0,0.0,0.0
C109357,26,Pune,West Bengal,High,2025,2.0,18812.0,9406.0,1.0,15.0,883.0,90.0
C109358,30,Chennai,West Bengal,Low,2022,0.0,0.0,0.0,0.0,0.0,1473.0,327.0
C109359,20,Hyderabad,Delhi,Low,2025,0.0,0.0,0.0,2.0,35.0,871.0,420.0
C109360,52,Bengaluru,Delhi,High,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109361,50,Mumbai,Maharashtra,High,2023,0.0,0.0,0.0,0.0,0.0,31.0,174.0
C109362,38,Pune,Gujarat,Medium,2025,1.0,8490.0,8490.0,0.0,0.0,0.0,0.0
C109363,48,Jaipur,Maharashtra,Low,2023,2.0,11407.0,5703.5,1.0,17.0,0.0,0.0
C109364,51,Mumbai,Telangana,High,2023,0.0,0.0,0.0,1.0,18.0,120.0,47.0
C109365,49,Jaipur,West Bengal,Low,2023,0.0,0.0,0.0,0.0,0.0,20.0,100.0
C109366,52,Chennai,Delhi,High,2023,1.0,2829.0,2829.0,0.0,0.0,0.0,0.0
C109367,32,Chennai,Telangana,High,2022,1.0,7608.0,7608.0,6.0,96.0,1211.0,905.0
C109368,49,Mumbai,Rajasthan,Medium,2023,1.0,249.0,249.0,1.0,5.0,988.0,482.0
C109369,23,Chennai,Maharashtra,Medium,2025,0.0,0.0,0.0,2.0,35.0,757.0,332.0
C109370,38,Delhi,Rajasthan,Medium,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109371,50,Kolkata,West Bengal,High,2022,0.0,0.0,0.0,1.0,5.0,1010.0,914.0
C109372,49,Nagpur,Rajasthan,Medium,2024,0.0,0.0,0.0,1.0,12.0,0.0,0.0
C109373,36,Bengaluru,Maharashtra,Low,2024,1.0,3566.0,3566.0,0.0,0.0,157.0,497.0
C109374,50,Jaipur,Telangana,Low,2025,1.0,6035.0,6035.0,1.0,21.0,491.0,472.0
C109375,45,Hyderabad,Telangana,High,2022,0.0,0.0,0.0,1.0,15.0,1363.0,300.0
C109376,48,Nagpur,Maharashtra,Medium,2022,2.0,9226.0,4613.0,1.0,3.0,1018.0,471.0
C109377,38,Delhi,Tamil Nadu,High,2023,2.0,14351.0,7175.5,2.0,17.0,0.0,0.0
C109378,51,Pune,Maharashtra,High,2023,1.0,2217.0,2217.0,1.0,3.0,747.0,225.0
C109379,32,Pune,Delhi,Low,2025,2.0,17027.0,8513.5,4.0,25.0,1684.0,431.0
C109380,31,Bengaluru,West Bengal,Medium,2024,0.0,0.0,0.0,3.0,20.0,738.0,485.0
C109381,36,Nagpur,Rajasthan,Low,2024,1.0,4634.0,4634.0,1.0,6.0,772.0,542.0
C109382,32,Nagpur,West Bengal,Medium,2022,1.0,9365.0,9365.0,1.0,3.0,499.0,311.0
C109383,23,Bengaluru,Gujarat,Medium,2024,0.0,0.0,0.0,1.0,14.0,760.0,277.0
C109384,26,Jaipur,Maharashtra,High,2022,0.0,0.0,0.0,1.0,15.0,595.0,230.0
C109385,54,Ahmedabad,Karnataka,Medium,2022,2.0,11046.0,5523.0,0.0,0.0,0.0,0.0
C109386,37,Bengaluru,Maharashtra,Medium,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109387,51,Chennai,Rajasthan,High,2022,0.0,0.0,0.0,1.0,12.0,313.0,214.0
C109388,55,Kolkata,Tamil Nadu,Low,2022,2.0,12065.0,6032.5,1.0,10.0,672.0,211.0
C109389,43,Nagpur,Delhi,Low,2022,4.0,27892.0,6973.0,2.0,34.0,0.0,0.0
C109390,35,Ahmedabad,Rajasthan,Low,2025,1.0,7048.0,7048.0,2.0,27.0,577.0,377.0
C109391,45,Bengaluru,Maharashtra,Medium,2022,1.0,5852.0,5852.0,1.0,1.0,0.0,0.0
C109392,26,Pune,Rajasthan,Medium,2025,0.0,0.0,0.0,1.0,6.0,2242.0,618.0
C109393,49,Hyderabad,Rajasthan,High,2023,0.0,0.0,0.0,2.0,15.0,668.0,569.0
C109394,23,Pune,Telangana,High,2024,0.0,0.0,0.0,0.0,0.0,1031.0,732.0
C109395,31,Bengaluru,Gujarat,High,2024,0.0,0.0,0.0,1.0,23.0,0.0,0.0
C109396,45,Kolkata,Delhi,Low,2022,0.0,0.0,0.0,1.0,2.0,2038.0,713.0
C109397,41,Kolkata,Rajasthan,Medium,2024,2.0,11358.0,5679.0,1.0,21.0,762.0,477.0
C109398,30,Pune,Delhi,High,2024,2.0,8420.0,4210.0,0.0,0.0,702.0,757.0
C109399,29,Jaipur,Tamil Nadu,Medium,2023,0.0,0.0,0.0,1.0,19.0,517.0,416.0
C109400,36,Mumbai,Rajasthan,High,2023,3.0,18755.0,6251.666666666667,0.0,0.0,570.0,355.0
C109401,38,Hyderabad,West Bengal,High,2025,1.0,1282.0,1282.0,1.0,22.0,0.0,0.0
C109402,44,Chennai,Telangana,Low,2023,0.0,0.0,0.0,0.0,0.0,1545.0,179.0
C109403,36,Pune,Karnataka,Low,2023,1.0,1381.0,1381.0,1.0,18.0,323.0,165.0
C109404,41,Mumbai,Maharashtra,Medium,2023,2.0,12113.0,6056.5,3.0,39.0,0.0,0.0
C109405,43,Kolkata,Karnataka,Medium,2022,1.0,3541.0,3541.0,0.0,0.0,242.0,366.0
C109406,45,Chennai,Rajasthan,High,2025,1.0,3214.0,3214.0,1.0,20.0,1422.0,876.0
C109407,35,Chennai,West Bengal,Low,2024,0.0,0.0,0.0,2.0,21.0,709.0,19.0
C109408,53,Chennai,Rajasthan,Medium,2023,1.0,1035.0,1035.0,1.0,2.0,1306.0,644.0
C109409,59,Kolkata,Rajasthan,Low,2025,0.0,0.0,0.0,0.0,0.0,729.0,109.0
C109410,46,Nagpur,Telangana,Medium,2025,1.0,913.0,913.0,1.0,8.0,94.0,402.0
C109411,34,Jaipur,Gujarat,Medium,2023,2.0,15762.0,7881.0,2.0,32.0,295.0,408.0
C109412,21,Jaipur,Gujarat,Low,2024,0.0,0.0,0.0,3.0,47.0,934.0,429.0
C109413,46,Mumbai,Delhi,Medium,2022,1.0,1244.0,1244.0,1.0,6.0,837.0,282.0
C109414,21,Mumbai,Tamil Nadu,Medium,2025,0.0,0.0,0.0,1.0,8.0,1485.0,448.0
C109415,27,Hyderabad,Tamil Nadu,Low,2024,0.0,0.0,0.0,0.0,0.0,613.0,24.0
C109416,42,Nagpur,Delhi,Low,2023,1.0,4972.0,4972.0,0.0,0.0,462.0,50.0
C109417,48,Kolkata,Rajasthan,Medium,2025,0.0,0.0,0.0,0.0,0.0,909.0,632.0
C109418,20,Delhi,Tamil Nadu,Medium,2022,1.0,9740.0,9740.0,1.0,16.0,849.0,179.0
C109419,19,Delhi,Karnataka,Low,2025,0.0,0.0,0.0,2.0,32.0,62.0,310.0
C109420,42,Bengaluru,West Bengal,Medium,2025,0.0,0.0,0.0,2.0,7.0,418.0,186.0
C109421,23,Delhi,Delhi,Medium,2025,2.0,13974.0,6987.0,0.0,0.0,461.0,434.0
C109422,43,Delhi,Rajasthan,Medium,2022,0.0,0.0,0.0,4.0,45.0,687.0,346.0
C109423,25,Ahmedabad,Maharashtra,High,2022,0.0,0.0,0.0,1.0,22.0,537.0,748.0
C109424,52,Kolkata,Maharashtra,Low,2024,2.0,13180.0,6590.0,0.0,0.0,1000.0,436.0
C109425,44,Kolkata,Telangana,High,2024,1.0,3973.0,3973.0,0.0,0.0,223.0,488.0
C109426,42,Nagpur,West Bengal,High,2025,0.0,0.0,0.0,0.0,0.0,810.0,384.0
C109427,35,Mumbai,West Bengal,High,2024,1.0,4942.0,4942.0,2.0,25.0,961.0,96.0
C109428,18,Jaipur,Delhi,High,2023,1.0,3706.0,3706.0,1.0,10.0,1311.0,1034.0
C109429,56,Chennai,West Bengal,Medium,2022,3.0,18927.0,6309.0,0.0,0.0,505.0,484.0
C109430,20,Delhi,Karnataka,High,2023,2.0,5622.0,2811.0,2.0,11.0,0.0,0.0
C109431,21,Jaipur,Gujarat,High,2022,0.0,0.0,0.0,1.0,9.0,419.0,475.0
C109432,58,Jaipur,West Bengal,Low,2022,0.0,0.0,0.0,1.0,4.0,340.0,795.0
C109433,54,Chennai,Delhi,Medium,2022,1.0,4566.0,4566.0,1.0,19.0,522.0,370.0
C109434,32,Nagpur,Delhi,Medium,2022,3.0,20154.0,6718.0,2.0,12.0,429.0,726.0
C109435,25,Chennai,Karnataka,Low,2022,2.0,10659.0,5329.5,1.0,7.0,0.0,0.0
C109436,55,Ahmedabad,Rajasthan,Medium,2022,2.0,17672.0,8836.0,0.0,0.0,772.0,294.0
C109437,36,Ahmedabad,Tamil Nadu,Medium,2025,0.0,0.0,0.0,1.0,4.0,538.0,385.0
C109438,43,Chennai,Karnataka,Low,2022,1.0,6317.0,6317.0,1.0,9.0,0.0,0.0
C109439,56,Kolkata,Delhi,Medium,2024,1.0,4412.0,4412.0,1.0,3.0,917.0,354.0
C109440,27,Bengaluru,Delhi,High,2025,0.0,0.0,0.0,2.0,17.0,0.0,0.0
C109441,55,Pune,Delhi,High,2024,0.0,0.0,0.0,1.0,19.0,0.0,0.0
C109442,31,Bengaluru,Delhi,High,2023,0.0,0.0,0.0,0.0,0.0,1040.0,766.0
C109443,58,Ahmedabad,Telangana,Low,2022,0.0,0.0,0.0,0.0,0.0,938.0,449.0
C109444,36,Ahmedabad,Gujarat,Medium,2023,0.0,0.0,0.0,3.0,34.0,1057.0,239.0
C109445,47,Mumbai,Tamil Nadu,Medium,2024,2.0,10981.0,5490.5,1.0,19.0,0.0,0.0
C109446,22,Kolkata,Delhi,Medium,2025,0.0,0.0,0.0,0.0,0.0,785.0,100.0
C109447,48,Pune,Telangana,Medium,2023,0.0,0.0,0.0,1.0,21.0,1454.0,174.0
C109448,24,Mumbai,Rajasthan,Low,2023,1.0,2276.0,2276.0,1.0,7.0,1341.0,451.0
C109449,36,Ahmedabad,West Bengal,Medium,2022,2.0,16813.0,8406.5,1.0,22.0,1143.0,406.0
C109450,48,Nagpur,Delhi,Low,2023,0.0,0.0,0.0,1.0,3.0,224.0,451.0
C109451,56,Bengaluru,Tamil Nadu,High,2023,1.0,2623.0,2623.0,1.0,10.0,2765.0,947.0
C109452,41,Delhi,Gujarat,Low,2023,0.0,0.0,0.0,2.0,28.0,474.0,430.0
C109453,51,Mumbai,Tamil Nadu,Medium,2024,1.0,6804.0,6804.0,0.0,0.0,1763.0,106.0
C109454,40,Chennai,Karnataka,Low,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109455,57,Bengaluru,Rajasthan,Medium,2022,2.0,3867.0,1933.5,1.0,17.0,0.0,0.0
C109456,23,Delhi,Telangana,Low,2022,0.0,0.0,0.0,1.0,16.0,1493.0,503.0
C109457,55,Delhi,West Bengal,Medium,2025,2.0,5291.0,2645.5,1.0,20.0,0.0,0.0
C109458,58,Nagpur,Tamil Nadu,High,2022,0.0,0.0,0.0,2.0,29.0,265.0,45.0
C109459,53,Delhi,Maharashtra,High,2024,0.0,0.0,0.0,1.0,24.0,415.0,128.0
C109460,44,Ahmedabad,Delhi,Low,2022,2.0,7741.0,3870.5,0.0,0.0,10.0,313.0
C109461,28,Jaipur,Tamil Nadu,High,2023,0.0,0.0,0.0,1.0,2.0,0.0,0.0
C109462,22,Jaipur,Rajasthan,Medium,2024,0.0,0.0,0.0,1.0,21.0,2061.0,1023.0
C109463,34,Hyderabad,Rajasthan,High,2023,1.0,5744.0,5744.0,2.0,29.0,119.0,737.0
C109464,24,Pune,West Bengal,High,2024,2.0,6263.0,3131.5,0.0,0.0,0.0,0.0
C109465,44,Nagpur,West Bengal,High,2022,3.0,23612.0,7870.666666666667,1.0,22.0,0.0,0.0
C109466,32,Hyderabad,Gujarat,High,2025,0.0,0.0,0.0,0.0,0.0,476.0,473.0
C109467,30,Pune,Telangana,Medium,2022,0.0,0.0,0.0,1.0,20.0,400.0,212.0
C109468,28,Jaipur,Rajasthan,High,2024,1.0,354.0,354.0,0.0,0.0,0.0,0.0
C109469,43,Nagpur,Rajasthan,High,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109470,39,Ahmedabad,Telangana,Low,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109471,45,Kolkata,Telangana,Medium,2022,1.0,3521.0,3521.0,0.0,0.0,0.0,0.0
C109472,41,Mumbai,Karnataka,Low,2024,1.0,3936.0,3936.0,1.0,18.0,958.0,64.0
C109473,46,Mumbai,West Bengal,Low,2025,1.0,5781.0,5781.0,0.0,0.0,0.0,0.0
C109474,26,Bengaluru,Delhi,Low,2022,1.0,7587.0,7587.0,1.0,14.0,2140.0,440.0
C109475,59,Jaipur,Maharashtra,High,2022,1.0,685.0,685.0,0.0,0.0,621.0,88.0
C109476,21,Jaipur,Telangana,High,2024,1.0,620.0,620.0,1.0,24.0,0.0,0.0
C109477,35,Ahmedabad,Rajasthan,Low,2023,1.0,7053.0,7053.0,2.0,37.0,1583.0,824.0
C109478,33,Hyderabad,Delhi,Medium,2022,0.0,0.0,0.0,1.0,10.0,0.0,0.0
C109479,50,Kolkata,Telangana,Medium,2025,1.0,3914.0,3914.0,3.0,53.0,491.0,283.0
C109480,46,Jaipur,Telangana,Low,2024,1.0,890.0,890.0,0.0,0.0,0.0,0.0
C109481,56,Delhi,Rajasthan,Medium,2022,1.0,7816.0,7816.0,0.0,0.0,0.0,0.0
C109482,27,Bengaluru,West Bengal,Low,2022,0.0,0.0,0.0,2.0,24.0,361.0,220.0
C109483,26,Mumbai,Maharashtra,High,2023,0.0,0.0,0.0,0.0,0.0,98.0,336.0
C109484,48,Jaipur,Delhi,High,2025,1.0,9155.0,9155.0,0.0,0.0,0.0,0.0
C109485,45,Kolkata,Telangana,High,2024,1.0,2082.0,2082.0,0.0,0.0,189.0,468.0
C109486,20,Chennai,West Bengal,Medium,2023,2.0,13002.0,6501.0,2.0,35.0,175.0,40.0
C109487,31,Hyderabad,Karnataka,Low,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109488,42,Kolkata,Telangana,Medium,2024,2.0,9628.0,4814.0,1.0,2.0,896.0,92.0
C109489,32,Delhi,West Bengal,Medium,2023,1.0,2133.0,2133.0,1.0,6.0,0.0,0.0
C109490,19,Hyderabad,Delhi,High,2025,1.0,5402.0,5402.0,0.0,0.0,978.0,752.0
C109491,41,Mumbai,Tamil Nadu,Medium,2025,0.0,0.0,0.0,1.0,9.0,350.0,124.0
C109492,31,Hyderabad,Telangana,Low,2025,2.0,13576.0,6788.0,0.0,0.0,1549.0,192.0
C109493,24,Kolkata,Karnataka,Medium,2024,0.0,0.0,0.0,1.0,19.0,856.0,252.0
C109494,53,Nagpur,Karnataka,High,2022,1.0,5662.0,5662.0,1.0,4.0,911.0,318.0
C109495,41,Kolkata,Telangana,Medium,2022,1.0,6352.0,6352.0,0.0,0.0,0.0,0.0
C109496,44,Jaipur,Delhi,Low,2023,1.0,3689.0,3689.0,4.0,36.0,819.0,669.0
C109497,54,Delhi,Gujarat,Medium,2022,2.0,8982.0,4491.0,1.0,10.0,568.0,450.0
C109498,55,Ahmedabad,Telangana,Low,2025,1.0,8915.0,8915.0,0.0,0.0,0.0,0.0
C109499,47,Hyderabad,Karnataka,Low,2025,1.0,333.0,333.0,2.0,14.0,40.0,114.0
C109500,44,Kolkata,Telangana,High,2025,2.0,6152.0,3076.0,1.0,17.0,1256.0,677.0
C109501,56,Pune,Karnataka,High,2024,0.0,0.0,0.0,1.0,11.0,678.0,74.0
C109502,32,Pune,Tamil Nadu,High,2022,1.0,7738.0,7738.0,0.0,0.0,0.0,0.0
C109503,43,Bengaluru,Telangana,High,2025,0.0,0.0,0.0,0.0,0.0,918.0,396.0
C109504,18,Hyderabad,Maharashtra,High,2023,0.0,0.0,0.0,1.0,12.0,1583.0,862.0
C109505,21,Nagpur,Telangana,Low,2022,0.0,0.0,0.0,1.0,20.0,961.0,468.0
C109506,46,Delhi,Karnataka,Low,2023,1.0,5314.0,5314.0,1.0,21.0,1299.0,540.0
C109507,18,Chennai,Gujarat,Low,2023,1.0,1641.0,1641.0,3.0,36.0,0.0,0.0
C109508,39,Delhi,Delhi,Low,2025,2.0,7151.0,3575.5,1.0,14.0,0.0,0.0
C109509,28,Hyderabad,Karnataka,Medium,2025,0.0,0.0,0.0,1.0,12.0,0.0,0.0
C109510,27,Pune,Tamil Nadu,Low,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109511,34,Delhi,Delhi,High,2023,1.0,5390.0,5390.0,2.0,39.0,338.0,194.0
C109512,53,Kolkata,Maharashtra,Low,2023,2.0,11312.0,5656.0,0.0,0.0,0.0,0.0
C109513,43,Delhi,Maharashtra,Medium,2025,0.0,0.0,0.0,1.0,5.0,714.0,475.0
C109514,38,Hyderabad,Tamil Nadu,Medium,2024,0.0,0.0,0.0,0.0,0.0,59.0,51.0
C109515,30,Kolkata,Tamil Nadu,High,2023,2.0,13099.0,6549.5,0.0,0.0,174.0,113.0
C109516,26,Mumbai,Tamil Nadu,Medium,2025,1.0,4945.0,4945.0,0.0,0.0,0.0,0.0
C109517,28,Delhi,Rajasthan,Medium,2025,1.0,4306.0,4306.0,2.0,27.0,0.0,0.0
C109518,28,Bengaluru,Rajasthan,High,2024,2.0,4563.0,2281.5,1.0,5.0,0.0,0.0
C109519,23,Hyderabad,West Bengal,Low,2025,1.0,310.0,310.0,2.0,18.0,0.0,0.0
C109520,18,Jaipur,Tamil Nadu,Medium,2025,3.0,17290.0,5763.333333333333,2.0,20.0,1947.0,1489.0
C109521,23,Jaipur,Telangana,Medium,2024,0.0,0.0,0.0,2.0,32.0,0.0,0.0
C109522,30,Bengaluru,Karnataka,Low,2024,1.0,9206.0,9206.0,0.0,0.0,768.0,6.0
C109523,39,Jaipur,West Bengal,High,2022,0.0,0.0,0.0,3.0,20.0,0.0,0.0
C109524,48,Bengaluru,Telangana,Medium,2023,6.0,34866.0,5811.0,1.0,24.0,0.0,0.0
C109525,39,Mumbai,Gujarat,Medium,2023,2.0,12693.0,6346.5,1.0,7.0,883.0,743.0
C109526,54,Nagpur,Delhi,High,2022,0.0,0.0,0.0,3.0,18.0,461.0,41.0
C109527,44,Pune,Gujarat,Medium,2023,1.0,691.0,691.0,1.0,14.0,954.0,385.0
C109528,31,Kolkata,Maharashtra,Low,2022,0.0,0.0,0.0,0.0,0.0,27.0,368.0
C109529,22,Bengaluru,Gujarat,Medium,2023,2.0,6053.0,3026.5,0.0,0.0,0.0,0.0
C109530,53,Ahmedabad,Maharashtra,Medium,2025,3.0,14291.0,4763.666666666667,1.0,5.0,0.0,0.0
C109531,49,Ahmedabad,Delhi,Medium,2024,3.0,11762.0,3920.6666666666665,0.0,0.0,1277.0,669.0
C109532,51,Ahmedabad,Maharashtra,Low,2024,1.0,4846.0,4846.0,2.0,12.0,309.0,70.0
C109533,24,Chennai,Gujarat,Low,2024,2.0,6295.0,3147.5,0.0,0.0,21.0,262.0
C109534,59,Jaipur,Tamil Nadu,Medium,2023,1.0,5438.0,5438.0,1.0,11.0,1765.0,245.0
C109535,27,Bengaluru,Tamil Nadu,Low,2025,1.0,613.0,613.0,3.0,34.0,1661.0,946.0
C109536,34,Hyderabad,West Bengal,Medium,2024,1.0,4834.0,4834.0,3.0,51.0,983.0,581.0
C109537,47,Bengaluru,Tamil Nadu,High,2022,0.0,0.0,0.0,1.0,9.0,1657.0,1209.0
C109538,38,Hyderabad,Rajasthan,High,2023,1.0,8755.0,8755.0,0.0,0.0,934.0,873.0
C109539,30,Mumbai,Delhi,Medium,2023,1.0,6585.0,6585.0,0.0,0.0,0.0,0.0
C109540,18,Hyderabad,Karnataka,High,2025,0.0,0.0,0.0,1.0,10.0,227.0,470.0
C109541,18,Nagpur,Delhi,Low,2023,1.0,4567.0,4567.0,1.0,5.0,0.0,0.0
C109542,50,Ahmedabad,Gujarat,Medium,2024,1.0,6849.0,6849.0,2.0,19.0,120.0,285.0
C109543,55,Jaipur,Karnataka,Medium,2024,2.0,5333.0,2666.5,1.0,20.0,57.0,112.0
C109544,42,Kolkata,Maharashtra,Medium,2022,0.0,0.0,0.0,2.0,36.0,299.0,360.0
C109545,43,Kolkata,West Bengal,Medium,2022,1.0,426.0,426.0,0.0,0.0,0.0,0.0
C109546,30,Chennai,Gujarat,Medium,2023,0.0,0.0,0.0,0.0,0.0,340.0,408.0
C109547,45,Mumbai,Rajasthan,High,2022,2.0,8468.0,4234.0,0.0,0.0,0.0,0.0
C109548,50,Nagpur,Maharashtra,Low,2023,2.0,11573.0,5786.5,0.0,0.0,0.0,0.0
C109549,54,Nagpur,Maharashtra,High,2024,0.0,0.0,0.0,0.0,0.0,367.0,657.0
C109550,58,Jaipur,Karnataka,Low,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109551,47,Hyderabad,Rajasthan,Low,2024,1.0,8079.0,8079.0,1.0,19.0,487.0,437.0
C109552,25,Chennai,Maharashtra,Low,2023,1.0,5480.0,5480.0,0.0,0.0,0.0,0.0
C109553,18,Pune,Delhi,Low,2024,2.0,15899.0,7949.5,1.0,2.0,509.0,100.0
C109554,29,Hyderabad,Gujarat,Low,2024,2.0,3049.0,1524.5,3.0,36.0,0.0,0.0
C109555,22,Chennai,Rajasthan,Medium,2025,3.0,22641.0,7547.0,0.0,0.0,1204.0,431.0
C109556,41,Nagpur,Karnataka,Medium,2024,1.0,6433.0,6433.0,1.0,14.0,0.0,0.0
C109557,23,Mumbai,Tamil Nadu,Medium,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109558,42,Kolkata,Rajasthan,Medium,2022,0.0,0.0,0.0,1.0,6.0,0.0,0.0
C109559,18,Bengaluru,Gujarat,High,2025,1.0,5556.0,5556.0,0.0,0.0,1346.0,118.0
C109560,42,Hyderabad,Karnataka,High,2023,1.0,7540.0,7540.0,2.0,41.0,0.0,0.0
C109561,18,Delhi,Gujarat,Medium,2023,0.0,0.0,0.0,1.0,4.0,0.0,0.0
C109562,49,Hyderabad,Delhi,Medium,2024,3.0,13798.0,4599.333333333333,3.0,44.0,0.0,0.0
C109563,59,Bengaluru,West Bengal,Low,2025,0.0,0.0,0.0,4.0,24.0,1296.0,461.0
C109564,59,Nagpur,Delhi,Low,2025,0.0,0.0,0.0,0.0,0.0,807.0,542.0
C109565,20,Chennai,Delhi,Low,2024,1.0,9869.0,9869.0,0.0,0.0,0.0,0.0
C109566,36,Mumbai,Maharashtra,Medium,2022,0.0,0.0,0.0,1.0,11.0,0.0,0.0
C109567,46,Delhi,Gujarat,Medium,2025,3.0,18346.0,6115.333333333333,2.0,34.0,219.0,181.0
C109568,19,Nagpur,West Bengal,High,2023,0.0,0.0,0.0,1.0,12.0,0.0,0.0
C109569,26,Pune,Tamil Nadu,Low,2022,0.0,0.0,0.0,1.0,11.0,91.0,688.0
C109570,34,Kolkata,West Bengal,Low,2025,0.0,0.0,0.0,1.0,10.0,934.0,28.0
C109571,53,Jaipur,Tamil Nadu,High,2022,1.0,1696.0,1696.0,1.0,21.0,887.0,218.0
C109572,34,Mumbai,Telangana,Low,2023,0.0,0.0,0.0,1.0,20.0,883.0,445.0
C109573,29,Kolkata,West Bengal,Low,2022,0.0,0.0,0.0,0.0,0.0,880.0,485.0
C109574,37,Delhi,West Bengal,Medium,2025,2.0,11120.0,5560.0,0.0,0.0,0.0,0.0
C109575,20,Hyderabad,Gujarat,High,2025,0.0,0.0,0.0,3.0,34.0,1021.0,428.0
C109576,21,Chennai,Delhi,High,2023,2.0,7392.0,3696.0,3.0,40.0,0.0,0.0
C109577,34,Ahmedabad,West Bengal,Low,2023,2.0,11766.0,5883.0,1.0,19.0,796.0,82.0
C109578,54,Bengaluru,Maharashtra,High,2022,0.0,0.0,0.0,0.0,0.0,782.0,225.0
C109579,59,Mumbai,Gujarat,Low,2022,2.0,15222.0,7611.0,0.0,0.0,602.0,639.0
C109580,32,Delhi,Karnataka,Low,2023,0.0,0.0,0.0,2.0,44.0,0.0,0.0
C109581,50,Ahmedabad,Rajasthan,Medium,2025,2.0,11631.0,5815.5,2.0,27.0,809.0,625.0
C109582,33,Kolkata,Maharashtra,Medium,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C109583,28,Chennai,Delhi,Low,2024,0.0,0.0,0.0,4.0,75.0,1036.0,566.0
